#cameras 489
#name,x,y,z,heading,pitch,roll
frame000001.png,-3.351869688475942,12.81147700991597,2.602518472854142,153.2789699787585,84.21509150445036,-11.83812114681559
frame000002.png,-3.303213432138041,12.77916004565939,2.594927277277247,152.9604188357962,83.85052194947053,-11.86234404784772
frame000003.png,-3.234492252716175,12.70861802171435,2.573224817851251,155.3097235919452,82.15200057183726,-8.992879993970602
frame000004.png,-3.177154596964244,12.57794752208956,2.559801653976971,156.1946174007281,80.3523886243071,-5.328124596423378
frame000005.png,-3.156409451357132,12.36481065099145,2.5467938190305,156.1235777445039,79.78476424017798,-3.303812178030319
frame000006.png,-3.1366068136097,12.13349610678069,2.543540797944795,155.9258168674965,79.36869012781921,-3.026454410975892
frame000007.png,-3.083662055766201,11.94971007005454,2.536428349929475,156.4904606061381,78.8656232228882,-2.40674727663536
frame000008.png,-2.996982380733695,11.74021099417025,2.524596294982711,157.4991730787802,78.57700648189876,-1.555953309683215
frame000009.png,-2.9003578894733,11.5259322911785,2.529572871322387,158.220521502752,78.62192408234058,-1.100504507781063
frame000010.png,-2.837841767447308,11.30760160430521,2.509788026581559,158.8998140124017,78.54546220278145,-0.7222015654512788
frame000011.png,-2.823025483668713,11.04652284887578,2.484574957283191,158.958664058762,76.91674580238737,-0.6217973752609428
frame000012.png,-2.833293588202074,10.76801375307953,2.486315284588087,155.1864334499025,76.4035300041634,-2.412368348766399
frame000013.png,-2.819853373363309,10.54502429436831,2.474611729045833,152.5872154288418,74.46181385358624,-1.079003538487278
frame000014.png,-2.805422849500013,10.3207076716822,2.462870130113429,148.0822755752376,72.05861249170894,0.9882091250833482
frame000015.png,-2.820729682088727,10.0722421675962,2.483537745589041,144.2640284407767,71.98817858946933,1.48624186510364
frame000016.png,-2.879579981012752,9.832201921060101,2.480997693866814,142.5222953986589,71.08502640240792,3.376706637668919
frame000017.png,-2.994378192466997,9.591977489930112,2.495756227118784,138.8351564175787,70.24217776058632,5.241098409586776
frame000018.png,-3.063429042448515,9.376205542910579,2.508286503295208,136.1777417482338,69.31981011395062,5.81737823422494
frame000019.png,-3.065001135006614,9.152643391236555,2.502318400837563,134.4605402235246,68.37386425068632,5.024008498204999
frame000020.png,-3.035704784495206,8.916473590206524,2.507868535356544,132.2110577543704,68.11964173220893,3.378848727714488
frame000021.png,-3.041399091950249,8.686398719961133,2.521726400256354,130.06599399559,67.95845661410999,2.678082464179796
frame000022.png,-3.116095583507566,8.432266883904708,2.52569315750226,124.9026063196705,67.14604227069633,2.495576595419544
